demo_it_r220	Electronic Axial Lead Resistors 47kOhm.jpg	https://commons.wikimedia.org/wiki/File:Electronic_Axial_Lead_Resistors_47kOhm.jpg
demo_it_r1k	Electronic Axial Lead Resistors 47kOhm.jpg	https://commons.wikimedia.org/wiki/File:Electronic_Axial_Lead_Resistors_47kOhm.jpg
demo_it_r10k	Electronic-Axial-Lead-Resistors-Array.jpg	https://commons.wikimedia.org/wiki/File:Electronic-Axial-Lead-Resistors-Array.jpg
demo_it_c10u	Electrolytic capacitors-P1090328.JPG	https://commons.wikimedia.org/wiki/File:Electrolytic_capacitors-P1090328.JPG
demo_it_c470u	Aluminium Electrolytic Capacitors.jpg	https://commons.wikimedia.org/wiki/File:Aluminium_Electrolytic_Capacitors.jpg
demo_it_esp32c3	ESP32 Dev Board.jpg	https://commons.wikimedia.org/wiki/File:ESP32_Dev_Board.jpg
demo_it_esp32c3	Espressif ESP-WROOM-32 Wi-Fi & Bluetooth Module.jpg	https://commons.wikimedia.org/wiki/File:Espressif_ESP-WROOM-32_Wi-Fi_%26_Bluetooth_Module.jpg
demo_it_d1mini	WeMos D1 Mini front.jpg	https://commons.wikimedia.org/wiki/File:WeMos_D1_Mini_front.jpg
demo_it_pico	Raspberry Pi Pico oblique.jpg	https://commons.wikimedia.org/wiki/File:Raspberry_Pi_Pico_oblique.jpg
demo_it_nano	Iskra Nano Pro (Arduino Nano clone) top.jpg	https://commons.wikimedia.org/wiki/File:Iskra_Nano_Pro_(Arduino_Nano_clone)_top.jpg
demo_it_nano	Iskra Nano Pro (Arduino Nano clone) bottom.jpg	https://commons.wikimedia.org/wiki/File:Iskra_Nano_Pro_(Arduino_Nano_clone)_bottom.jpg
demo_it_bme280	BME280.jpg	https://commons.wikimedia.org/wiki/File:BME280.jpg
demo_it_ds18b20	SparkFun DS18B20 1.jpg	https://commons.wikimedia.org/wiki/File:SparkFun_DS18B20_1.jpg
demo_it_hcsr04	HC-SR04 ultrasonic distance sensor module pcb.jpg	https://commons.wikimedia.org/wiki/File:HC-SR04_ultrasonic_distance_sensor_module_pcb.jpg
demo_it_pir	PIR-inexpensive.jpg	https://commons.wikimedia.org/wiki/File:PIR-inexpensive.jpg
demo_it_tft	Arduino 2,2" TFT display (20679950896).jpg	https://commons.wikimedia.org/wiki/File:Arduino_2%2C2%22_TFT_display_(20679950896).jpg
demo_it_ws2812	LED strip on reel.jpg	https://commons.wikimedia.org/wiki/File:LED_strip_on_reel.jpg
demo_it_ws2812	LED strip closeup.jpg	https://commons.wikimedia.org/wiki/File:LED_strip_closeup.jpg
demo_it_psu5v	Plug-in switching mode power adapter, unbranded-4237.jpg	https://commons.wikimedia.org/wiki/File:Plug-in_switching_mode_power_adapter%2C_unbranded-4237.jpg
demo_it_psu12v	MP3 MP4 Power Supply YJ 1002 top.jpg	https://commons.wikimedia.org/wiki/File:MP3_MP4_Power_Supply_YJ_1002_top.jpg
demo_it_m3x16	Partially formed socket head cap screw.JPG	https://commons.wikimedia.org/wiki/File:Partially_formed_socket_head_cap_screw.JPG
demo_it_m3nut	Nut-hardware.jpg	https://commons.wikimedia.org/wiki/File:Nut-hardware.jpg
demo_it_m3insert	Press-in Insert.png	https://commons.wikimedia.org/wiki/File:Press-in_Insert.png
demo_it_pla	Universal stand-alone filament spool holder (Fully 3D-printable) v08.jpg	https://commons.wikimedia.org/wiki/File:Universal_stand-alone_filament_spool_holder_(Fully_3D-printable)_v08.jpg
demo_it_solder	60-40 Solder.jpg	https://commons.wikimedia.org/wiki/File:60-40_Solder.jpg
demo_it_flux	Rosin-alcohol soldering fluxes - Канифольно-спиртовые флюсы.jpg	https://commons.wikimedia.org/wiki/File:Rosin-alcohol_soldering_fluxes_-_%D0%9A%D0%B0%D0%BD%D0%B8%D1%84%D0%BE%D0%BB%D1%8C%D0%BD%D0%BE-%D1%81%D0%BF%D0%B8%D1%80%D1%82%D0%BE%D0%B2%D1%8B%D0%B5_%D1%84%D0%BB%D1%8E%D1%81%D1%8B.jpg
demo_it_shrink	Heat-shrink tubing.jpg	https://commons.wikimedia.org/wiki/File:Heat-shrink_tubing.jpg
demo_it_dupont	A few Jumper Wires.jpg	https://commons.wikimedia.org/wiki/File:A_few_Jumper_Wires.jpg
demo_pr_lamp	Battery powered LED desk lamp-7420.jpg	https://commons.wikimedia.org/wiki/File:Battery_powered_LED_desk_lamp-7420.jpg
demo_pr_meteo	SparkFun Weather Shield 13956-01.jpg	https://commons.wikimedia.org/wiki/File:SparkFun_Weather_Shield_13956-01.jpg
demo_pr_shelf	LED Light Strip Huaqiangbei July 2024.jpg	https://commons.wikimedia.org/wiki/File:LED_Light_Strip_Huaqiangbei_July_2024.jpg
demo_pr_aqua	Goldfish in fish tank.jpg	https://commons.wikimedia.org/wiki/File:Goldfish_in_fish_tank.jpg
demo_pr_bench	Construction Mechanic 2nd Class Tyler Miller, makes hooks for wall storage in his shop (7429240).jpg	https://commons.wikimedia.org/wiki/File:Construction_Mechanic_2nd_Class_Tyler_Miller%2C_makes_hooks_for_wall_storage_in_his_shop_(7429240).jpg
